Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum,profile_text
Accelerator Ventures,https://acceleratorventures.com/,,,"2. Prototype,3. Early Revenue",,VC,,,"
Name: Accelerator Ventures
Type: VC
Focus: nan
Stages: 2. Prototype,3. Early Revenue
Locations: nan
Check Size: $nan to $nan
"
Accelero Capital,https://www.accelerocapital.com/,,France,,,Other,,,"
Name: Accelero Capital
Type: Other
Focus: nan
Stages: nan
Locations: France
Check Size: $nan to $nan
"
AccelHub Venture Partners,https://www.accelhub.co/,,,,,Angel network,,,"
Name: AccelHub Venture Partners
Type: Angel network
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Accelmed,http://www.accelmed.co.il/,,,5. Growth,,VC,,,"
Name: Accelmed
Type: VC
Focus: nan
Stages: 5. Growth
Locations: nan
Check Size: $nan to $nan
"
Access Industries,http://www.accessindustries.com,"New York, New York, United States",USA,,,Corporate VC,,,"
Name: Access Industries
Type: Corporate VC
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Access Medical Ventures,http://www.accessmv.com/,,,"5. Growth,6. Pre-IPO",,VC,,,"
Name: Access Medical Ventures
Type: VC
Focus: nan
Stages: 5. Growth,6. Pre-IPO
Locations: nan
Check Size: $nan to $nan
"
Access Venture Partners,https://www.accessvp.com/,,,"2. Prototype,3. Early Revenue",,VC,,,"
Name: Access Venture Partners
Type: VC
Focus: nan
Stages: 2. Prototype,3. Early Revenue
Locations: nan
Check Size: $nan to $nan
"
Access Ventures (HK),https://www.accessvc.co/,"Unit 2A, 2nd Floor, Beverly House, 93-107 Lockhart Road, Wan Chai, Hong Kong","Vietnam,Indonesia",,,Other,,,"
Name: Access Ventures (HK)
Type: Other
Focus: nan
Stages: nan
Locations: Vietnam,Indonesia
Check Size: $nan to $nan
"
Access Ventures (US),https://accessventures.org/,"Westminster, Colorado, United States",USA,,,Other,,,"
Name: Access Ventures (US)
Type: Other
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Access2Net,https://www.access2net.com/,"36, rue du Mont Thabor - 75001 Paris",France,,,Other,,,"
Name: Access2Net
Type: Other
Focus: nan
Stages: nan
Locations: France
Check Size: $nan to $nan
"
Accomplice,https://accomplice.co/,"Cambridge, Massachusetts, United States",USA,,,Other,,,"
Name: Accomplice
Type: Other
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Accord Ventures,http://accordventures.co.jp/,,Japan,,,VC,,,"
Name: Accord Ventures
Type: VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
ACE and Company,http://www.aceandcompany.com/,,,,,VC,,,"
Name: ACE and Company
Type: VC
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Ace Management by Tikehau Capital,https://www.acemanagement.fr/,France,France,"3. Early Revenue,4. Scaling",,VC,"$500,000",,"
Name: Ace Management by Tikehau Capital
Type: VC
Focus: nan
Stages: 3. Early Revenue,4. Scaling
Locations: France
Check Size: $$500,000 to $nan
"
AceCap - Acequia Capital,https://acecap.com/,,USA,,,Other,,,"
Name: AceCap - Acequia Capital
Type: Other
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Achieve Partners,https://www.achievepartners.com/,,,,,Other,,,"
Name: Achieve Partners
Type: Other
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
ACME Capital,https://www.acme.vc/,USA,USA,3. Early Revenue,,VC,,,"
Name: ACME Capital
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: USA
Check Size: $nan to $nan
"
Acorn Capital,https://acorncapital.com.au,Australia,Australia,,,VC,"$3,000,000",,"
Name: Acorn Capital
Type: VC
Focus: nan
Stages: nan
Locations: Australia
Check Size: $$3,000,000 to $nan
"
Acquis Capital,http://www.acquiscapital.com/,"Boston, Massachusetts, United States",USA,,,Family office,,,"
Name: Acquis Capital
Type: Family office
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Acre Impact Capital,https://www.acre.capital/,,,,,Other,,,"
Name: Acre Impact Capital
Type: Other
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Acre Venture Partners,http://acre.vc/,USA,USA,3. Early Revenue,,VC,,,"
Name: Acre Venture Partners
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: USA
Check Size: $nan to $nan
"
Acrew Capital,https://acrewcapital.com/,"3004 16th St, San Francisco, CA 94103, United States",USA,,,Other,,,"
Name: Acrew Capital
Type: Other
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Acronym Venture Capital,https://acronymvc.com/,"16590 Germaine Dr, Delray Beach, FL 33446","USA,Canada","3. Early Revenue,4. Scaling","We invest in Late Seed and Series A venture capital financing rounds of software/internet/tech companies. We invest primarily into Enterprise Saas companies, Fintech, Hospitality Tech, Real Estate / PropTech, Workflow Tech, E-commerce, and Omni Channel Consumer Brands. Companies must have at least $1m in ARR. ",VC,"$350,000","$3,000,000","
Name: Acronym Venture Capital
Type: VC
Focus: We invest in Late Seed and Series A venture capital financing rounds of software/internet/tech companies. We invest primarily into Enterprise Saas companies, Fintech, Hospitality Tech, Real Estate / PropTech, Workflow Tech, E-commerce, and Omni Channel Consumer Brands. Companies must have at least $1m in ARR. 
Stages: 3. Early Revenue,4. Scaling
Locations: USA,Canada
Check Size: $$350,000 to $$3,000,000
"
Act One Ventures,https://www.actoneventures.com/,USA,USA,,,VC,"$300,000",,"
Name: Act One Ventures
Type: VC
Focus: nan
Stages: nan
Locations: USA
Check Size: $$300,000 to $nan
"
Acta Technologies,https://actatechs.com/,Turkey,Turkey,,,VC,,,"
Name: Acta Technologies
Type: VC
Focus: nan
Stages: nan
Locations: Turkey
Check Size: $nan to $nan
"
Activant Capital Group,http://www.activantcapital.com,,,,,VC,,,"
Name: Activant Capital Group
Type: VC
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Activate Venture Partners,https://www.activatevp.com/,,,"2. Prototype,3. Early Revenue",,VC,,,"
Name: Activate Venture Partners
Type: VC
Focus: nan
Stages: 2. Prototype,3. Early Revenue
Locations: nan
Check Size: $nan to $nan
"
Active Capital,https://www.activecapital.com/,,,"2. Prototype,3. Early Revenue",,VC,,,"
Name: Active Capital
Type: VC
Focus: nan
Stages: 2. Prototype,3. Early Revenue
Locations: nan
Check Size: $nan to $nan
"
Active Capital Company,https://www.activecapitalcompany.com/,,Netherlands,,,PE fund,,,"
Name: Active Capital Company
Type: PE fund
Focus: nan
Stages: nan
Locations: Netherlands
Check Size: $nan to $nan
"
Active Impact Investments,https://www.activeimpactinvestments.com/,"402-106 West 1st Street,  North Vancouver, BC  V7M 2E7, Canada","USA,Canada","4. Scaling,3. Early Revenue","We invest in seed stage companies companies facilitating the transition from finite to infinite sources of energy, food, water & products. ",VC,"$500,000","$1,500,000","
Name: Active Impact Investments
Type: VC
Focus: We invest in seed stage companies companies facilitating the transition from finite to infinite sources of energy, food, water & products. 
Stages: 4. Scaling,3. Early Revenue
Locations: USA,Canada
Check Size: $$500,000 to $$1,500,000
"
Active Partners,https://active.partners/,,UK,,,VC,,,"
Name: Active Partners
Type: VC
Focus: nan
Stages: nan
Locations: UK
Check Size: $nan to $nan
"
Active Venture Partners,http://www.active-vp.com/,,,,,VC,,,"
Name: Active Venture Partners
Type: VC
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Acton Capital,https://actoncapital.com/,"Widenmayerstrasse 29, Munich, 80538, DE","Germany,UK,Sweden,Canada,France,Spain,USA","3. Early Revenue,4. Scaling,5. Growth",We invest with a clear focus on tech-enabled business models throughout Europe and North America – B2C or B2B – around Series A/B.,VC,"$3,000,000","$12,000,000","
Name: Acton Capital
Type: VC
Focus: We invest with a clear focus on tech-enabled business models throughout Europe and North America – B2C or B2B – around Series A/B.
Stages: 3. Early Revenue,4. Scaling,5. Growth
Locations: Germany,UK,Sweden,Canada,France,Spain,USA
Check Size: $$3,000,000 to $$12,000,000
"
Acuitas Investments,https://acuitasinvestments.com/,"Seattle, Washington, United States",USA,,,Family office,,,"
Name: Acuitas Investments
Type: Family office
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Acumen Fund,https://acumen.org/,,,,,VC,,,"
Name: Acumen Fund
Type: VC
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Acumen Ventures,https://www.acumenvc.com/,Australia,Australia,3. Early Revenue,,VC,,,"
Name: Acumen Ventures
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: Australia
Check Size: $nan to $nan
"
Ada Ventures,https://www.adaventures.com/,UK,UK,3. Early Revenue,,VC,,,"
Name: Ada Ventures
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: UK
Check Size: $nan to $nan
"
Adamas Finance Asia,http://www.adamasfinance.com/,,Hong Kong,,,VC,,,"
Name: Adamas Finance Asia
Type: VC
Focus: nan
Stages: nan
Locations: Hong Kong
Check Size: $nan to $nan
"
Adams Capital Management,https://www.acm.com/,"Sewickley, Pennsylvania, United States",USA,,,Other,,,"
Name: Adams Capital Management
Type: Other
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Adams Street Partners,https://www.adamsstreetpartners.com/,,,"4. Scaling,5. Growth",,VC,,,"
Name: Adams Street Partners
Type: VC
Focus: nan
Stages: 4. Scaling,5. Growth
Locations: nan
Check Size: $nan to $nan
"
Adara Ventures,http://www.adaravp.com/about/,Luxembourg,Luxembourg,3. Early Revenue,,VC,"$2,000,000",,"
Name: Adara Ventures
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: Luxembourg
Check Size: $$2,000,000 to $nan
"
AddVenture,https://addventure.vc/,,,"2. Prototype,3. Early Revenue",,VC,,,"
Name: AddVenture
Type: VC
Focus: nan
Stages: 2. Prototype,3. Early Revenue
Locations: nan
Check Size: $nan to $nan
"
AddVentures by SCG,https://www.addventures.co.th/,"Bangkok, Krung Thep, Thailand",Thailand,,,Corporate VC,,,"
Name: AddVentures by SCG
Type: Corporate VC
Focus: nan
Stages: nan
Locations: Thailand
Check Size: $nan to $nan
"
Adelie Capital,https://adelie.vc/,"8 place de l'Opéra, 75009 Paris, France","France,UK,Germany,Switzerland,Spain,Italy,Belgium","3. Early Revenue,4. Scaling,5. Growth","We invest in fast-growing European tech companies powered by ambitious teams and with a great potential for scalability. We are sector agnostic: we believe in entrepreneurs, the explorers of the 21st century.",VC,"$500,000","$3,000,000","
Name: Adelie Capital
Type: VC
Focus: We invest in fast-growing European tech companies powered by ambitious teams and with a great potential for scalability. We are sector agnostic: we believe in entrepreneurs, the explorers of the 21st century.
Stages: 3. Early Revenue,4. Scaling,5. Growth
Locations: France,UK,Germany,Switzerland,Spain,Italy,Belgium
Check Size: $$500,000 to $$3,000,000
"
Adip VC,https://www.adipvc.com/,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,,"
Name: Adip VC
Type: VC
Focus: nan
Stages: 2. Prototype,3. Early Revenue,4. Scaling
Locations: nan
Check Size: $nan to $nan
"
Adit Ventures,https://aditventures.vc/,"New York, New York, United States",USA,,,Family office,,,"
Name: Adit Ventures
Type: Family office
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Adjuvant Capital,https://adjuvantcapital.com/,,,,,Other,,,"
Name: Adjuvant Capital
Type: Other
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Admitad Invest,https://admitadinvest.com,"Moscow, Moscow City, Russian Federation",Russia,,,Corporate VC,,,"
Name: Admitad Invest
Type: Corporate VC
Focus: nan
Stages: nan
Locations: Russia
Check Size: $nan to $nan
"
ADP Invest,https://www.parisaeroport.fr/en/group/group-strategy/our-strategy/innovation/invest,,France,3. Early Revenue,,Corporate VC,,,"
Name: ADP Invest
Type: Corporate VC
Focus: nan
Stages: 3. Early Revenue
Locations: France
Check Size: $nan to $nan
"
ADV Accelerated Digital Ventures,https://accelerated.ventures/,UK,UK,3. Early Revenue,,VC,,,"
Name: ADV Accelerated Digital Ventures
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: UK
Check Size: $nan to $nan
"
Advancit Capital,http://www.advancitcapital.com/,"Norwood, Massachusetts, United States",USA,,,Other,,,"
Name: Advancit Capital
Type: Other
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Advantage,https://www.advantagesportsfund.com/,,,"3. Early Revenue,4. Scaling",We invest in early-stage technology companies aimed at shaping the future of sports.,VC,"$1,000,000","$2,000,000","
Name: Advantage
Type: VC
Focus: We invest in early-stage technology companies aimed at shaping the future of sports.
Stages: 3. Early Revenue,4. Scaling
Locations: nan
Check Size: $$1,000,000 to $$2,000,000
"
Advantage Capital,http://www.advantagecap.com/,"New Orleans, Louisiana, United States",USA,3. Early Revenue,,VC,"$500,000",,"
Name: Advantage Capital
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: USA
Check Size: $$500,000 to $nan
"
Advent Venture Partners,https://www.adventventures.com/,,"UK,USA,France",3. Early Revenue,,VC,,,"
Name: Advent Venture Partners
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: UK,USA,France
Check Size: $nan to $nan
"
Advisors.fund,https://www.advisors.fund/,,,"2. Prototype,3. Early Revenue",,VC,,,"
Name: Advisors.fund
Type: VC
Focus: nan
Stages: 2. Prototype,3. Early Revenue
Locations: nan
Check Size: $nan to $nan
"
Aegis Venture Funds,https://www.aegiscapcorp.com/,,,,,VC,,,"
Name: Aegis Venture Funds
Type: VC
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Aescuvest,https://www.aescuvest.eu/,"Hanauer Landstraße 328, 60314 Frankfurt am Main, Germany","Germany,Israel,Austria,Belgium,Bulgaria,Croatia,Czech Republic,Denmark,Sweden,Finland,France,Greece,Hungary,Ireland,Norway,Spain,Portugal,Ukraine,UK,Switzerland",3. Early Revenue,"We invest in medical breakthrough innovations in the areas of: digital drug, digital device and digital detection and diagnosis.",VC,"$1,000,000","$5,000,000","
Name: Aescuvest
Type: VC
Focus: We invest in medical breakthrough innovations in the areas of: digital drug, digital device and digital detection and diagnosis.
Stages: 3. Early Revenue
Locations: Germany,Israel,Austria,Belgium,Bulgaria,Croatia,Czech Republic,Denmark,Sweden,Finland,France,Greece,Hungary,Ireland,Norway,Spain,Portugal,Ukraine,UK,Switzerland
Check Size: $$1,000,000 to $$5,000,000
"
Affiniti VC,http://www.affiniti.vc/,,,"2. Prototype,3. Early Revenue",,VC,,,"
Name: Affiniti VC
Type: VC
Focus: nan
Stages: 2. Prototype,3. Early Revenue
Locations: nan
Check Size: $nan to $nan
"
Aflac Innovation Partners,https://aflacinnovationpartners.com/en/,,Japan,,,Corporate VC,,,"
Name: Aflac Innovation Partners
Type: Corporate VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
Afore Capital,https://afore.vc,"237 Kearny St, Ste 9225, San Francisco, CA 94108, United States",,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in Pre-Seed and Seed rounds in companies fundamentally augmenting how the future of society will operate. We are anti-thematic by design and hyperfocused on accelerating the 0-to-1 journey.,VC,"$1,000,000","$2,000,000","
Name: Afore Capital
Type: VC
Focus: We invest in Pre-Seed and Seed rounds in companies fundamentally augmenting how the future of society will operate. We are anti-thematic by design and hyperfocused on accelerating the 0-to-1 journey.
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue
Locations: nan
Check Size: $$1,000,000 to $$2,000,000
"
African Frontier Capital (Mauritius),https://africanfrontiercapital.com/,,,,,Other,,,"
Name: African Frontier Capital (Mauritius)
Type: Other
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
AfterDox,http://www.afterdox.com/,,,,,Angel network,,,"
Name: AfterDox
Type: Angel network
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
AG Capital,http://www.nf-partners.co.jp/,,Japan,,,Corporate VC,,,"
Name: AG Capital
Type: Corporate VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
Agate Medical Investments,http://www.agate-invest.com/,,,"5. Growth,6. Pre-IPO",,VC,,,"
Name: Agate Medical Investments
Type: VC
Focus: nan
Stages: 5. Growth,6. Pre-IPO
Locations: nan
Check Size: $nan to $nan
"
Agent Capital,https://www.agentcapital.com/,,,"3. Early Revenue,4. Scaling",,VC,,,"
Name: Agent Capital
Type: VC
Focus: nan
Stages: 3. Early Revenue,4. Scaling
Locations: nan
Check Size: $nan to $nan
"
AgFunder,https://agfunder.com/,USA,USA,3. Early Revenue,,VC,,,"
Name: AgFunder
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: USA
Check Size: $nan to $nan
"
Aggie Angels,http://aggieangelnetwork.com/,,,,,Angel network,,,"
Name: Aggie Angels
Type: Angel network
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Agilent Technologies,https://www.agilent.com/,,USA,,,Corporate VC,,,"
Name: Agilent Technologies
Type: Corporate VC
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
